anime_id
9613
8394
5760
5052
5688
3285
19681
8899
1445
3356
5023
3024
2686
2747
3009
12835
4044
12767
311
313
283
2225
8436
2402
5311
1550
1666
2800
8375
1069
1068
1661
4690
956
2252
1337
5267
6971
3579
4486
1491
5658
5131
8763
20239
4808
2828
6087
2389
6375
6374
4198
1412
1425
3932
2253
4411
302
80
2200
3305
338
1236
8542
8139
4810
2618
2816
1000
10224
1458
1650
1985
2718
1986
4615
2128
2467
2688
3079
5755
1488
2921
929
2116
2043
6636
4503
2089
2255
3035
1470
1471
2748
930
424
1794
4200
1796
1151
2222
223
813
7307
2196
820
2987
589
4242
4240
4244
506
4639
3022
498
967
1356
1448
2938
2598
4119
5153
3609
2048
865
3670
1087
3272
6509
5891
3327
6016
1426
3676
1088
2818
518
1453
3880
2223
3837
1972
2933
3437
324
1288
82
1090
1091
1092
87
86
85
4536
3059
8799
7106
16434
1873
6428
210
3399
4574
1254
2903
2361
2510
2254
1548
2582
2451
2612
2257
4427
513
4853
8011
949
1065
924
925
926
1737
4371
4183
3317
1293
544
6672
691
1264
7160
92
1533
366
4718
1485
103
5251
2709
1186
33
530
740
531
532
997
996
1239
1278
1240
998
1542
458
232
1598
978
110
1
1853
2803
235
552
1802
12343
12347
563
225
870
2229
1704
1599
1046
8503
1251
123
1394
1395
1393
2916
5292
43
2400
3665
3371
268
245
3037
1016
650
106
2749
379
1181
3839
2050
136
914
637
160
185
186
432
8228
8208
1025
1567
142
145
1457
218
727
1573
3545
2901
1486
554
1261
851
207
206
1184
1397
1398
7124
435
1563
2040
5953
1918
1502
629
1017
1018
333
626
1483
1910
96
1096
84
81
90
91
89
164
593
4086
569
5395
30
31
32
1152
912
616
350
1300
21
795
5440
437
527
1007
1954
238
2543
2559
9061
45
1231
400
1226
290
1108
339
2497
538
440
1517
170
534
535
1172
2263
1577
1372
4532
773
696
2725
1006
1101
539
540
182
567
6038
6
95
1459
201
975
550
2006
4651
392
3325
5075
890
3486
1897
763
1281
2484
263
249
1450
377
318
557
4052
171
1313
227
2694
189
13201
800
561
396
481
369
606
783
351
1382
831
5
1678
1157
3012
246
270
135
2390
799
276
321
1525
22
156
120
797
509
952
168
397
199
154
1734
1177
2036
3561
874
2259
1126
1179
383
909
403
253
52
555
556
1164
272
3736
208
100
836
1005
1728
2014
1048
1249
1962
812
287
1465
822
187
352
445
1248
751
833
1685
653
132
467
881
387
2004
319
958
17
274
194
277
93
20
1792
1564
327
1257
1712
835
341
976
254
1628
615
721
529
419
1033
1127
7
299
48
306
53
66
59
1132
122
153
162
197
1710
200
687
1744
71
652
137
144
1707
190
195
165
394
579
1050
60
3101
121
344
267
134
255
147
193
620
2742
329
209
2108
114
169
759
497
1014
62
294
72
133
257
631
838
196
2486
61
618
427
486
250
97
1995
335
1039
610
167
1816
407
26
113
178
298
1946
266
138
624
776
2363
202
57
8
269
455
119
125
1524
74
239
240
297
143
669
76
98
627
94
613
2109
64
24
391
1002
343
688
28
482
29
63
226
655
395
241
483
444
1917
5343
229
921
151
166
6068
75
102
109
4443
384
468
651
1371
18
516
634
146
251
252
872
330
19
2234
417
205
533
174
2337
693
112
1149
295
603
801
242
1082
645
139
158
323
438
204
477
68
150
694
1931
476
811
228
469
77
99
457
584
322
2110
65
1253
355
658
309
591
291
73
411
488
489
470
490
398
79
1642
390
793
67
345
1250
237
15
1930
1974
456
16
248
668
2489
478
198
27
177
4416
712
50
101
357
1929
364
358
141
1379
2308
519
2111
342
184
1554
1576
1682
1589
1498
1519
1639
1536
1575
1482
1535
1747
4124
1600
1813
1570
1594
1530
1654
1604
1591
1561
1609
1588
1729
1546
1569
1943
1565
1538
1719
1882
1531
1559
1557
1602
1587
1562
1543
943
1566
1142
1230
1454
1556
1856
1013
1738
1210
1243
1218
1198
1195
873
880
857
962
2214
889
859
850
918
934
940
863
953
1067
860
1916
877
1212
4114
853
957
1881
846
789
879
854
855
849
944
916
969
856
935
861
878
886
1202
586
750
933
790
356
1534
587
667
558
1071
1655
465
710
995
3090
2563
2986
2964
2167
2595
2795
2924
2508
2494
3002
3165
2772
2593
3782
3318
2927
2403
3085
2971
2985
2963
2581
4421
2931
3001
2926
2970
1807
2787
2596
2562
2923
2942
3000
2685
3051
2251
2131
1726
2759
1889
2602
3121
2367
2246
1688
2744
2605
2476
2683
2608
1840
1292
2156
2142
1690
1818
2025
2164
2030
2026
2002
2169
1694
2130
1808
1691
2215
2106
2157
2034
1887
1915
1722
5520
2159
1699
1914
1827
2104
2031
1727
1965
1731
2001
2752
2158
2105
1689
1858
1852
1888
1956
1810
1695
1696
1735
1698
1860
1932
4744
4981
4975
4181
4789
4725
4872
4983
4550
5231
5228
3713
4814
3958
3464
5042
3653
4898
5039
3654
4087
3927
4232
4879
4477
5040
4214
5262
4722
